agence_id;date;nombre_clients;capacite_max;jour_semaine;est_ferie;meteo
3;2024-01-10;54;62;2;0;nuageux
3;2024-01-11;23;62;3;0;soleil
3;2024-01-12;43;62;4;0;nuageux
3;2024-01-13;62;62;5;0;nuageux
3;2024-01-14;57;62;6;0;pluie
3;2024-01-15;17;62;0;0;pluie
3;2024-01-16;42;62;1;0;nuageux
3;2024-01-17;21;62;2;0;soleil
3;2024-01-18;27;62;3;0;soleil
3;2024-01-19;60;62;4;0;nuageux
3;2024-01-20;52;62;5;0;nuageux
3;2024-01-21;56;62;6;0;soleil
3;2024-01-22;50;62;0;0;soleil
3;2024-01-23;16;62;1;0;pluie
3;2024-01-24;26;62;2;0;pluie
3;2024-01-25;43;62;3;0;nuageux
3;2024-01-26;37;62;4;0;pluie
3;2024-01-27;35;62;5;0;pluie
3;2024-01-28;60;62;6;0;soleil
3;2024-01-29;25;62;0;0;nuageux
3;2024-01-30;38;62;1;0;nuageux
4;2024-01-01;0;138;0;1;nuageux
4;2024-01-02;36;138;1;0;pluie
4;2024-01-03;118;138;2;0;pluie
4;2024-01-04;131;138;3;0;soleil
4;2024-01-05;107;138;4;0;pluie
4;2024-01-06;58;138;5;0;soleil
4;2024-01-07;88;138;6;0;nuageux
4;2024-01-08;36;138;0;0;pluie
4;2024-01-09;40;138;1;0;pluie
4;2024-01-10;127;138;2;0;pluie
4;2024-01-11;110;138;3;0;soleil
4;2024-01-12;23;138;4;0;soleil
4;2024-01-13;67;138;5;0;soleil
4;2024-01-14;133;138;6;0;soleil
4;2024-01-15;111;138;0;0;pluie
4;2024-01-16;101;138;1;0;nuageux
4;2024-01-17;120;138;2;0;pluie
4;2024-01-18;101;138;3;0;soleil
4;2024-01-19;97;138;4;0;pluie
4;2024-01-20;93;138;5;0;pluie
4;2024-01-21;123;138;6;0;soleil
4;2024-01-22;72;138;0;0;soleil
4;2024-01-23;80;138;1;0;soleil
4;2024-01-24;42;138;2;0;pluie
4;2024-01-25;94;138;3;0;pluie
4;2024-01-26;55;138;4;0;nuageux
4;2024-01-27;59;138;5;0;nuageux
4;2024-01-28;88;138;6;0;pluie
4;2024-01-29;46;138;0;0;nuageux
4;2024-01-30;66;138;1;0;pluie
5;2024-01-01;0;68;0;1;pluie
5;2024-01-02;33;68;1;0;nuageux
5;2024-01-03;23;68;2;0;pluie
5;2024-01-04;47;68;3;0;pluie
5;2024-01-05;36;68;4;0;nuageux
5;2024-01-06;68;68;5;0;pluie
5;2024-01-07;53;68;6;0;soleil
5;2024-01-08;33;68;0;0;nuageux
5;2024-01-09;55;68;1;0;nuageux
5;2024-01-10;26;68;2;0;nuageux
5;2024-01-11;25;68;3;0;pluie
5;2024-01-12;22;68;4;0;soleil
5;2024-01-13;36;68;5;0;nuageux
5;2024-01-14;48;68;6;0;soleil
5;2024-01-15;49;68;0;0;soleil
5;2024-01-16;37;68;1;0;soleil
5;2024-01-17;59;68;2;0;soleil
5;2024-01-18;38;68;3;0;soleil
5;2024-01-19;46;68;4;0;nuageux
5;2024-01-20;36;68;5;0;nuageux
5;2024-01-21;34;68;6;0;pluie
5;2024-01-22;51;68;0;0;soleil
5;2024-01-23;23;68;1;0;nuageux
5;2024-01-24;50;68;2;0;nuageux
5;2024-01-25;36;68;3;0;nuageux
5;2024-01-26;28;68;4;0;pluie
5;2024-01-27;52;68;5;0;soleil
5;2024-01-28;50;68;6;0;pluie
5;2024-01-29;27;68;0;0;pluie
5;2024-01-30;9;68;1;0;pluie
6;2024-01-01;0;171;0;1;nuageux
6;2024-01-02;47;171;1;0;nuageux
6;2024-01-03;72;171;2;0;nuageux
6;2024-01-04;90;171;3;0;soleil
6;2024-01-05;137;171;4;0;soleil
6;2024-01-06;44;171;5;0;soleil
6;2024-01-07;78;171;6;0;nuageux
6;2024-01-08;60;171;0;0;soleil
6;2024-01-09;87;171;1;0;soleil
6;2024-01-10;77;171;2;0;nuageux
6;2024-01-11;149;171;3;0;soleil
6;2024-01-12;138;171;4;0;soleil
6;2024-01-13;112;171;5;0;nuageux
6;2024-01-14;24;171;6;0;pluie
6;2024-01-15;54;171;0;0;soleil
6;2024-01-16;94;171;1;0;soleil
6;2024-01-17;47;171;2;0;soleil
6;2024-01-18;69;171;3;0;nuageux
6;2024-01-19;100;171;4;0;soleil
6;2024-01-20;167;171;5;0;soleil
6;2024-01-21;129;171;6;0;pluie
6;2024-01-22;96;171;0;0;soleil
6;2024-01-23;84;171;1;0;nuageux
6;2024-01-24;142;171;2;0;soleil
6;2024-01-25;74;171;3;0;pluie
6;2024-01-26;112;171;4;0;soleil
6;2024-01-27;109;171;5;0;pluie
6;2024-01-28;147;171;6;0;nuageux
6;2024-01-29;20;171;0;0;nuageux
6;2024-01-30;22;171;1;0;nuageux
7;2024-01-01;0;179;0;1;soleil
7;2024-01-02;124;179;1;0;soleil
7;2024-01-03;23;179;2;0;nuageux
7;2024-01-04;130;179;3;0;pluie
7;2024-01-05;61;179;4;0;soleil
7;2024-01-06;161;179;5;0;nuageux
7;2024-01-07;151;179;6;0;soleil
7;2024-01-08;119;179;0;0;nuageux
7;2024-01-09;35;179;1;0;soleil
7;2024-01-10;172;179;2;0;soleil
7;2024-01-11;32;179;3;0;soleil
7;2024-01-12;48;179;4;0;nuageux
7;2024-01-13;139;179;5;0;pluie
7;2024-01-14;137;179;6;0;pluie
7;2024-01-15;51;179;0;0;pluie
7;2024-01-16;107;179;1;0;nuageux
7;2024-01-17;20;179;2;0;nuageux
7;2024-01-18;112;179;3;0;soleil
7;2024-01-19;93;179;4;0;pluie
7;2024-01-20;134;179;5;0;pluie
7;2024-01-21;93;179;6;0;pluie
7;2024-01-22;154;179;0;0;pluie
7;2024-01-23;168;179;1;0;soleil
7;2024-01-24;31;179;2;0;soleil
7;2024-01-25;96;179;3;0;pluie
7;2024-01-26;118;179;4;0;soleil
7;2024-01-27;65;179;5;0;nuageux
7;2024-01-28;98;179;6;0;pluie
7;2024-01-29;73;179;0;0;nuageux
7;2024-01-30;21;179;1;0;nuageux
8;2024-01-01;0;102;0;1;soleil
8;2024-01-02;27;102;1;0;nuageux
8;2024-01-03;31;102;2;0;pluie
8;2024-01-04;10;102;3;0;pluie
8;2024-01-05;76;102;4;0;soleil
8;2024-01-06;102;102;5;0;soleil
8;2024-01-07;55;102;6;0;pluie
8;2024-01-08;84;102;0;0;pluie
8;2024-01-09;52;102;1;0;nuageux
8;2024-01-10;32;102;2;0;pluie
8;2024-01-11;25;102;3;0;soleil
8;2024-01-12;71;102;4;0;pluie
8;2024-01-13;88;102;5;0;pluie
8;2024-01-14;47;102;6;0;nuageux
8;2024-01-15;57;102;0;0;pluie
8;2024-01-16;102;102;1;0;soleil
8;2024-01-17;30;102;2;0;soleil
8;2024-01-18;99;102;3;0;nuageux
8;2024-01-19;65;102;4;0;pluie
8;2024-01-20;76;102;5;0;pluie
8;2024-01-21;24;102;6;0;pluie
8;2024-01-22;67;102;0;0;nuageux
8;2024-01-23;20;102;1;0;nuageux
8;2024-01-24;20;102;2;0;pluie
8;2024-01-25;42;102;3;0;nuageux
8;2024-01-26;21;102;4;0;soleil
8;2024-01-27;102;102;5;0;soleil
8;2024-01-28;93;102;6;0;nuageux
8;2024-01-29;34;102;0;0;nuageux
8;2024-01-30;28;102;1;0;nuageux
9;2024-01-01;0;120;0;1;nuageux
9;2024-01-02;105;120;1;0;nuageux
9;2024-01-03;116;120;2;0;soleil
9;2024-01-04;41;120;3;0;nuageux
9;2024-01-05;25;120;4;0;pluie
9;2024-01-06;120;120;5;0;pluie
9;2024-01-07;120;120;6;0;nuageux
9;2024-01-08;75;120;0;0;soleil
9;2024-01-09;55;120;1;0;pluie
9;2024-01-10;90;120;2;0;pluie
9;2024-01-11;31;120;3;0;pluie
9;2024-01-12;20;120;4;0;soleil
9;2024-01-13;50;120;5;0;pluie
9;2024-01-14;53;120;6;0;nuageux
9;2024-01-15;88;120;0;0;nuageux
9;2024-01-16;64;120;1;0;nuageux
9;2024-01-17;61;120;2;0;nuageux
9;2024-01-18;114;120;3;0;nuageux
9;2024-01-19;54;120;4;0;nuageux
9;2024-01-20;76;120;5;0;pluie
9;2024-01-21;120;120;6;0;nuageux
9;2024-01-22;73;120;0;0;nuageux
9;2024-01-23;66;120;1;0;pluie
9;2024-01-24;106;120;2;0;nuageux
9;2024-01-25;16;120;3;0;pluie
9;2024-01-26;49;120;4;0;nuageux
9;2024-01-27;32;120;5;0;pluie
9;2024-01-28;120;120;6;0;nuageux
9;2024-01-29;86;120;0;0;soleil
9;2024-01-30;37;120;1;0;soleil
10;2024-01-01;0;104;0;1;soleil
10;2024-01-02;88;104;1;0;soleil
10;2024-01-03;95;104;2;0;nuageux
10;2024-01-04;89;104;3;0;soleil
10;2024-01-05;25;104;4;0;pluie
10;2024-01-06;35;104;5;0;nuageux
10;2024-01-07;99;104;6;0;pluie
10;2024-01-08;30;104;0;0;pluie
10;2024-01-09;50;104;1;0;nuageux
10;2024-01-10;38;104;2;0;pluie
10;2024-01-11;84;104;3;0;soleil
10;2024-01-12;80;104;4;0;pluie
10;2024-01-13;36;104;5;0;pluie
10;2024-01-14;48;104;6;0;pluie
10;2024-01-15;63;104;0;0;soleil
10;2024-01-16;43;104;1;0;soleil
10;2024-01-17;93;104;2;0;nuageux
10;2024-01-18;87;104;3;0;soleil
10;2024-01-19;97;104;4;0;soleil
10;2024-01-20;103;104;5;0;soleil
10;2024-01-21;104;104;6;0;soleil
10;2024-01-22;37;104;0;0;soleil
10;2024-01-23;28;104;1;0;nuageux
10;2024-01-24;72;104;2;0;soleil
10;2024-01-25;32;104;3;0;soleil
10;2024-01-26;28;104;4;0;nuageux
10;2024-01-27;99;104;5;0;pluie
10;2024-01-28;34;104;6;0;nuageux
10;2024-01-29;48;104;0;0;soleil
10;2024-01-30;47;104;1;0;nuageux
11;2024-01-01;0;55;0;1;nuageux
11;2024-01-02;37;55;1;0;nuageux
11;2024-01-03;42;55;2;0;nuageux
11;2024-01-04;23;55;3;0;pluie
11;2024-01-05;40;55;4;0;soleil
11;2024-01-06;46;55;5;0;pluie
11;2024-01-07;31;55;6;0;soleil
11;2024-01-08;27;55;0;0;nuageux
11;2024-01-09;27;55;1;0;nuageux
11;2024-01-10;33;55;2;0;nuageux
11;2024-01-11;27;55;3;0;soleil
11;2024-01-12;47;55;4;0;nuageux
11;2024-01-13;38;55;5;0;soleil
11;2024-01-14;40;55;6;0;soleil
11;2024-01-15;30;55;0;0;pluie
11;2024-01-16;23;55;1;0;soleil
11;2024-01-17;55;55;2;0;soleil
11;2024-01-18;46;55;3;0;soleil
11;2024-01-19;28;55;4;0;soleil
11;2024-01-20;55;55;5;0;soleil
11;2024-01-21;52;55;6;0;nuageux
11;2024-01-22;20;55;0;0;pluie
11;2024-01-23;50;55;1;0;soleil
11;2024-01-24;53;55;2;0;soleil
11;2024-01-25;26;55;3;0;nuageux
11;2024-01-26;45;55;4;0;nuageux
11;2024-01-27;30;55;5;0;nuageux
11;2024-01-28;55;55;6;0;nuageux
11;2024-01-29;29;55;0;0;soleil
11;2024-01-30;45;55;1;0;pluie
12;2024-01-01;0;84;0;1;nuageux
12;2024-01-02;47;84;1;0;pluie
12;2024-01-03;47;84;2;0;soleil
12;2024-01-04;22;84;3;0;nuageux
12;2024-01-05;21;84;4;0;soleil
12;2024-01-06;52;84;5;0;nuageux
12;2024-01-07;84;84;6;0;nuageux
12;2024-01-08;35;84;0;0;pluie
12;2024-01-09;45;84;1;0;nuageux
12;2024-01-10;65;84;2;0;pluie
12;2024-01-11;50;84;3;0;pluie
12;2024-01-12;28;84;4;0;pluie
12;2024-01-13;81;84;5;0;nuageux
12;2024-01-14;35;84;6;0;nuageux
12;2024-01-15;72;84;0;0;nuageux
12;2024-01-16;33;84;1;0;soleil
12;2024-01-17;54;84;2;0;nuageux
12;2024-01-18;56;84;3;0;soleil
12;2024-01-19;10;84;4;0;pluie
12;2024-01-20;35;84;5;0;nuageux
12;2024-01-21;84;84;6;0;nuageux
12;2024-01-22;35;84;0;0;soleil
12;2024-01-23;43;84;1;0;nuageux
12;2024-01-24;56;84;2;0;pluie
12;2024-01-25;33;84;3;0;pluie
12;2024-01-26;37;84;4;0;pluie
12;2024-01-27;47;84;5;0;pluie
12;2024-01-28;50;84;6;0;pluie
12;2024-01-29;57;84;0;0;nuageux
12;2024-01-30;39;84;1;0;pluie
13;2024-01-01;0;93;0;1;pluie
13;2024-01-02;90;93;1;0;soleil
13;2024-01-03;91;93;2;0;soleil
13;2024-01-04;61;93;3;0;nuageux
13;2024-01-05;65;93;4;0;pluie
13;2024-01-06;57;93;5;0;soleil
13;2024-01-07;41;93;6;0;nuageux
13;2024-01-08;58;93;0;0;nuageux
13;2024-01-09;68;93;1;0;soleil
13;2024-01-10;78;93;2;0;pluie
13;2024-01-11;61;93;3;0;nuageux
13;2024-01-12;30;93;4;0;pluie
13;2024-01-13;77;93;5;0;pluie
13;2024-01-14;63;93;6;0;nuageux
13;2024-01-15;64;93;0;0;nuageux
13;2024-01-16;69;93;1;0;pluie
13;2024-01-17;33;93;2;0;pluie
13;2024-01-18;16;93;3;0;pluie
13;2024-01-19;46;93;4;0;nuageux
13;2024-01-20;86;93;5;0;soleil
13;2024-01-21;91;93;6;0;nuageux
13;2024-01-22;73;93;0;0;nuageux
13;2024-01-23;11;93;1;0;pluie
13;2024-01-24;35;93;2;0;soleil
13;2024-01-25;29;93;3;0;pluie
13;2024-01-26;34;93;4;0;pluie
13;2024-01-27;49;93;5;0;pluie
13;2024-01-28;19;93;6;0;pluie
13;2024-01-29;78;93;0;0;soleil
13;2024-01-30;91;93;1;0;nuageux
14;2024-01-01;0;191;0;1;nuageux
14;2024-01-02;188;191;1;0;nuageux
14;2024-01-03;64;191;2;0;soleil
14;2024-01-04;64;191;3;0;nuageux
14;2024-01-05;103;191;4;0;soleil
14;2024-01-06;124;191;5;0;pluie
14;2024-01-07;159;191;6;0;soleil
14;2024-01-08;123;191;0;0;nuageux
14;2024-01-09;174;191;1;0;soleil
14;2024-01-10;35;191;2;0;pluie
14;2024-01-11;127;191;3;0;nuageux
14;2024-01-12;68;191;4;0;soleil
14;2024-01-13;162;191;5;0;soleil
14;2024-01-14;92;191;6;0;soleil
14;2024-01-15;109;191;0;0;nuageux
14;2024-01-16;137;191;1;0;soleil
14;2024-01-17;76;191;2;0;pluie
14;2024-01-18;10;191;3;0;pluie
14;2024-01-19;178;191;4;0;soleil
14;2024-01-20;72;191;5;0;soleil
14;2024-01-21;77;191;6;0;soleil
14;2024-01-22;154;191;0;0;soleil
14;2024-01-23;149;191;1;0;pluie
14;2024-01-24;112;191;2;0;nuageux
14;2024-01-25;143;191;3;0;nuageux
14;2024-01-26;137;191;4;0;soleil
14;2024-01-27;146;191;5;0;soleil
14;2024-01-28;95;191;6;0;nuageux
14;2024-01-29;94;191;0;0;nuageux
14;2024-01-30;76;191;1;0;pluie
15;2024-01-01;0;124;0;1;pluie
15;2024-01-02;83;124;1;0;soleil
15;2024-01-03;98;124;2;0;pluie
15;2024-01-04;46;124;3;0;pluie
15;2024-01-05;123;124;4;0;nuageux
15;2024-01-06;59;124;5;0;soleil
15;2024-01-07;77;124;6;0;nuageux
15;2024-01-08;35;124;0;0;soleil
15;2024-01-09;99;124;1;0;nuageux
15;2024-01-10;98;124;2;0;nuageux
15;2024-01-11;85;124;3;0;nuageux
15;2024-01-12;46;124;4;0;nuageux
15;2024-01-13;101;124;5;0;soleil
15;2024-01-14;82;124;6;0;pluie
15;2024-01-15;23;124;0;0;soleil
15;2024-01-16;74;124;1;0;pluie
15;2024-01-17;94;124;2;0;soleil
15;2024-01-18;23;124;3;0;pluie
15;2024-01-19;78;124;4;0;pluie
15;2024-01-20;88;124;5;0;pluie
15;2024-01-21;69;124;6;0;pluie
15;2024-01-22;54;124;0;0;nuageux
15;2024-01-23;88;124;1;0;soleil
15;2024-01-24;124;124;2;0;nuageux
15;2024-01-25;57;124;3;0;nuageux
15;2024-01-26;93;124;4;0;pluie
15;2024-01-27;83;124;5;0;soleil
15;2024-01-28;106;124;6;0;soleil
15;2024-01-29;97;124;0;0;soleil
15;2024-01-30;124;124;1;0;soleil
16;2024-01-01;0;97;0;1;pluie
16;2024-01-02;79;97;1;0;pluie
16;2024-01-03;80;97;2;0;soleil
16;2024-01-04;88;97;3;0;soleil
16;2024-01-05;12;97;4;0;pluie
16;2024-01-06;63;97;5;0;nuageux
16;2024-01-07;28;97;6;0;nuageux
16;2024-01-08;92;97;0;0;pluie
16;2024-01-09;34;97;1;0;nuageux
16;2024-01-10;77;97;2;0;nuageux
16;2024-01-11;26;97;3;0;nuageux
16;2024-01-12;57;97;4;0;nuageux
16;2024-01-13;38;97;5;0;pluie
16;2024-01-14;77;97;6;0;nuageux
16;2024-01-15;73;97;0;0;nuageux
16;2024-01-16;96;97;1;0;nuageux
16;2024-01-17;41;97;2;0;soleil
16;2024-01-18;76;97;3;0;soleil
16;2024-01-19;63;97;4;0;pluie
16;2024-01-20;35;97;5;0;pluie
16;2024-01-21;40;97;6;0;nuageux
16;2024-01-22;47;97;0;0;nuageux
16;2024-01-23;59;97;1;0;pluie
16;2024-01-24;65;97;2;0;nuageux
16;2024-01-25;38;97;3;0;soleil
16;2024-01-26;46;97;4;0;pluie
16;2024-01-27;31;97;5;0;nuageux
16;2024-01-28;63;97;6;0;pluie
16;2024-01-29;28;97;0;0;pluie
16;2024-01-30;39;97;1;0;soleil
17;2024-01-01;0;109;0;1;pluie
17;2024-01-02;61;109;1;0;nuageux
17;2024-01-03;24;109;2;0;soleil
17;2024-01-04;99;109;3;0;nuageux
17;2024-01-05;75;109;4;0;pluie
17;2024-01-06;106;109;5;0;pluie
17;2024-01-07;86;109;6;0;pluie
17;2024-01-08;99;109;0;0;nuageux
17;2024-01-09;39;109;1;0;pluie
17;2024-01-10;31;109;2;0;pluie
17;2024-01-11;69;109;3;0;soleil
17;2024-01-12;105;109;4;0;soleil
17;2024-01-13;64;109;5;0;soleil
17;2024-01-14;88;109;6;0;nuageux
17;2024-01-15;24;109;0;0;nuageux
17;2024-01-16;16;109;1;0;pluie
17;2024-01-17;76;109;2;0;soleil
17;2024-01-18;27;109;3;0;nuageux
17;2024-01-19;13;109;4;0;pluie
17;2024-01-20;91;109;5;0;soleil
17;2024-01-21;96;109;6;0;soleil
17;2024-01-22;109;109;0;0;nuageux
17;2024-01-23;86;109;1;0;pluie
17;2024-01-24;89;109;2;0;soleil
17;2024-01-25;44;109;3;0;soleil
17;2024-01-26;38;109;4;0;nuageux
17;2024-01-27;98;109;5;0;pluie
17;2024-01-28;39;109;6;0;pluie
17;2024-01-29;55;109;0;0;pluie
17;2024-01-30;78;109;1;0;soleil
18;2024-01-01;0;83;0;1;nuageux
18;2024-01-02;38;83;1;0;soleil
18;2024-01-03;48;83;2;0;nuageux
18;2024-01-04;22;83;3;0;soleil
18;2024-01-05;79;83;4;0;nuageux
18;2024-01-06;76;83;5;0;pluie
18;2024-01-07;57;83;6;0;pluie
18;2024-01-08;10;83;0;0;pluie
18;2024-01-09;69;83;1;0;soleil
18;2024-01-10;15;83;2;0;pluie
18;2024-01-11;16;83;3;0;pluie
18;2024-01-12;65;83;4;0;nuageux
18;2024-01-13;83;83;5;0;nuageux
18;2024-01-14;60;83;6;0;soleil
18;2024-01-15;27;83;0;0;pluie
18;2024-01-16;38;83;1;0;pluie
18;2024-01-17;49;83;2;0;nuageux
18;2024-01-18;65;83;3;0;nuageux
18;2024-01-19;41;83;4;0;pluie
18;2024-01-20;83;83;5;0;soleil
18;2024-01-21;55;83;6;0;nuageux
18;2024-01-22;24;83;0;0;nuageux
18;2024-01-23;44;83;1;0;nuageux
18;2024-01-24;20;83;2;0;pluie
18;2024-01-25;40;83;3;0;soleil
18;2024-01-26;73;83;4;0;pluie
18;2024-01-27;72;83;5;0;soleil
18;2024-01-28;83;83;6;0;nuageux
18;2024-01-29;28;83;0;0;pluie
18;2024-01-30;73;83;1;0;nuageux
19;2024-01-01;0;59;0;1;pluie
19;2024-01-02;29;59;1;0;nuageux
19;2024-01-03;59;59;2;0;soleil
19;2024-01-04;9;59;3;0;pluie
19;2024-01-05;54;59;4;0;pluie
19;2024-01-06;52;59;5;0;pluie
19;2024-01-07;26;59;6;0;pluie
19;2024-01-08;7;59;0;0;pluie
19;2024-01-09;30;59;1;0;soleil
19;2024-01-10;36;59;2;0;soleil
19;2024-01-11;35;59;3;0;nuageux
19;2024-01-12;29;59;4;0;soleil
19;2024-01-13;32;59;5;0;pluie
19;2024-01-14;49;59;6;0;nuageux
19;2024-01-15;34;59;0;0;soleil
19;2024-01-16;39;59;1;0;soleil
19;2024-01-17;33;59;2;0;nuageux
19;2024-01-18;20;59;3;0;pluie
19;2024-01-19;46;59;4;0;soleil
19;2024-01-20;43;59;5;0;soleil
19;2024-01-21;52;59;6;0;pluie
19;2024-01-22;20;59;0;0;pluie
19;2024-01-23;24;59;1;0;nuageux
19;2024-01-24;17;59;2;0;pluie
19;2024-01-25;32;59;3;0;pluie
19;2024-01-26;14;59;4;0;pluie
19;2024-01-27;50;59;5;0;soleil
19;2024-01-28;57;59;6;0;pluie
19;2024-01-29;45;59;0;0;pluie
19;2024-01-30;38;59;1;0;pluie
20;2024-01-01;0;116;0;1;soleil
20;2024-01-02;98;116;1;0;nuageux
20;2024-01-03;40;116;2;0;pluie
20;2024-01-04;32;116;3;0;pluie
20;2024-01-05;80;116;4;0;pluie
20;2024-01-06;65;116;5;0;pluie
20;2024-01-07;72;116;6;0;soleil
20;2024-01-08;57;116;0;0;nuageux
20;2024-01-09;82;116;1;0;pluie
20;2024-01-10;70;116;2;0;soleil
20;2024-01-11;97;116;3;0;nuageux
20;2024-01-12;51;116;4;0;soleil
20;2024-01-13;39;116;5;0;nuageux
20;2024-01-14;116;116;6;0;soleil
20;2024-01-15;38;116;0;0;pluie
20;2024-01-16;21;116;1;0;pluie
20;2024-01-17;98;116;2;0;soleil
20;2024-01-18;80;116;3;0;pluie
20;2024-01-19;102;116;4;0;nuageux
20;2024-01-20;116;116;5;0;nuageux
20;2024-01-21;116;116;6;0;soleil
20;2024-01-22;32;116;0;0;soleil
20;2024-01-23;63;116;1;0;nuageux
20;2024-01-24;102;116;2;0;pluie
20;2024-01-25;30;116;3;0;soleil
20;2024-01-26;103;116;4;0;soleil
20;2024-01-27;61;116;5;0;soleil
20;2024-01-28;110;116;6;0;pluie
20;2024-01-29;68;116;0;0;nuageux
20;2024-01-30;32;116;1;0;pluie
21;2024-01-01;0;51;0;1;pluie
21;2024-01-02;31;51;1;0;nuageux
21;2024-01-03;26;51;2;0;soleil
21;2024-01-04;48;51;3;0;nuageux
21;2024-01-05;39;51;4;0;soleil
21;2024-01-06;51;51;5;0;nuageux
21;2024-01-07;42;51;6;0;pluie
21;2024-01-08;20;51;0;0;soleil
21;2024-01-09;19;51;1;0;pluie
21;2024-01-10;5;51;2;0;pluie
21;2024-01-11;51;51;3;0;soleil
21;2024-01-12;36;51;4;0;pluie
21;2024-01-13;46;51;5;0;soleil
21;2024-01-14;38;51;6;0;nuageux
21;2024-01-15;31;51;0;0;soleil
21;2024-01-16;51;51;1;0;soleil
21;2024-01-17;24;51;2;0;soleil
21;2024-01-18;39;51;3;0;pluie
21;2024-01-19;26;51;4;0;soleil
21;2024-01-20;51;51;5;0;nuageux
21;2024-01-21;44;51;6;0;soleil
21;2024-01-22;19;51;0;0;pluie
21;2024-01-23;29;51;1;0;soleil
21;2024-01-24;40;51;2;0;soleil
21;2024-01-25;19;51;3;0;pluie
21;2024-01-26;30;51;4;0;soleil
21;2024-01-27;37;51;5;0;pluie
21;2024-01-28;51;51;6;0;soleil
21;2024-01-29;44;51;0;0;soleil
21;2024-01-30;17;51;1;0;pluie
22;2024-01-01;0;142;0;1;nuageux
22;2024-01-02;27;142;1;0;nuageux
22;2024-01-03;31;142;2;0;nuageux
22;2024-01-04;70;142;3;0;nuageux
22;2024-01-05;50;142;4;0;nuageux
22;2024-01-06;48;142;5;0;soleil
22;2024-01-07;92;142;6;0;nuageux
22;2024-01-08;58;142;0;0;nuageux
22;2024-01-09;57;142;1;0;soleil
22;2024-01-10;99;142;2;0;nuageux
22;2024-01-11;32;142;3;0;soleil
22;2024-01-12;29;142;4;0;soleil
22;2024-01-13;105;142;5;0;nuageux
22;2024-01-14;121;142;6;0;nuageux
22;2024-01-15;136;142;0;0;soleil
22;2024-01-16;101;142;1;0;nuageux
22;2024-01-17;81;142;2;0;nuageux
22;2024-01-18;78;142;3;0;soleil
22;2024-01-19;93;142;4;0;pluie
22;2024-01-20;67;142;5;0;nuageux
22;2024-01-21;142;142;6;0;soleil
22;2024-01-22;52;142;0;0;nuageux
